Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_Other,VisitorType_Returning_Visitor,TotalDuration,BounceExitRatio,ProductBrowsingIntensity
0,0.0,0,0.0,8,316.0,0.0,0.019047619,0.0,0.0,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,316.0,0.0,0.025316375581089935
1,18.0,4,123.5,24,4114.083333,0.0,0.003571429,20.91831644,0.0,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,4255.583333,0.0,0.005833618870544431
1,5.5,1,12.0,54,1470.966667,0.009090909,0.024545455,0.0,0.0,3,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1488.466667,0.35587187623003774,0.03671052818593327
0,0.0,0,0.0,7,451.0,0.0,0.033333333,49.82333333,0.0,2,2,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,451.0,0.0,0.015521029886851693
0,0.0,0,0.0,3,48.0,0.0,0.033333333,0.0,0.0,2,2,5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,48.0,0.0,0.06249869794379284
0,0.0,0,0.0,3,189.0,0.0,0.066666667,0.0,0.0,3,2,8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,189.0,0.0,0.015872931889249264
0,0.0,0,0.0,27,780.1666667,0.0,0.022222222,0.0,0.0,2,4,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,780.1666667,0.0,0.034607945384619976
3,79.75,0,0.0,3,73.5,0.04,0.077777778,0.0,0.0,3,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,153.25,0.5077574033631667,0.040815771213997085
2,60.0,0,0.0,20,717.6166667,0.0,0.004761905,60.19477937,0.0,2,5,9,2,0,1,0,0,0,0,1,0,0,0,0,0,1,777.6166667,0.0,0.02786999390911177
11,2047.234848,9,1146.666667,45,3641.213151,0.002636535,0.014311471,7.753880158,0.0,2,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,6835.1146659999995,0.17219344895078992,0.01235851508147124
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
3,14.5,0,0.0,25,1040.75,0.0,0.024266667,0.0,0.0,4,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1055.25,0.0,0.02402111552138792
1,11.42857143,0,0.0,13,833.2333333,0.0,0.005555556,0.0,0.0,2,2,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1,844.6619047300001,0.0,0.015601853500819971
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
3,32.0,0,0.0,20,453.625,0.0,0.001058201,0.0,0.0,2,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,485.625,0.0,0.04408918360058727
0,0.0,0,0.0,5,51.25,0.0,0.02,0.0,0.0,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,51.25,0.0,0.09755907201810697
11,348.6547619,1,11.0,64,1229.289286,0.0,0.002493853,54.95126905,0.0,2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1588.9440479,0.0,0.052062560591973964
0,0.0,0,0.0,28,1202.0,0.0,0.014285714,0.0,0.0,2,2,1,10,0,0,0,0,0,0,1,0,0,0,0,0,1,1202.0,0.0,0.023294489771639126
0,0.0,0,0.0,4,538.0,0.0,0.075,0.0,0.0,1,1,4,3,1,0,0,0,0,0,1,0,0,0,0,0,1,538.0,0.0,0.007434930418344947
7,187.8333333,0,0.0,36,1775.516667,0.0,0.0089599,4.745736842,0.0,1,1,1,10,0,1,0,0,0,0,1,0,0,0,0,0,1,1963.3500003000001,0.0,0.02027577684474823
1,9.0,0,0.0,7,638.0,0.0375,0.045833333,0.0,0.0,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,647.0,0.800711749471258,0.010971769636724707
5,184.3333333,1,108.0,10,558.8,0.0,0.014285714,0.0,0.0,3,2,7,8,0,0,0,0,0,0,1,0,0,0,0,0,0,851.1333333,0.0,0.017895458311635092
0,0.0,0,0.0,3,190.0,0.033333333,0.1,0.0,0.0,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,190.0,0.33003299999999997,0.01578939058215483
2,66.0,1,0.0,10,302.0,0.042857143,0.05952381,19.53495497,0.0,2,6,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,368.0,0.7081038520212127,0.03311247313750617
0,0.0,0,0.0,5,164.0,0.04,0.04,0.0,0.0,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,164.0,0.975609756097561,0.030487618977933062
0,0.0,0,0.0,5,218.0,0.0,0.04,0.0,0.0,2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,218.0,0.0,0.022935674606997216
2,124.0,0,0.0,13,495.0,0.0,0.028571429,0.0,0.0,2,4,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,619.0,0.0,0.026262573206922817
0,0.0,0,0.0,2,30.0,0.0,0.1,0.0,0.0,3,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,30.0,0.0,0.06666444451851605
2,69.0,2,92.0,37,796.9571429,0.0,0.0242741,3.978276423,0.0,2,2,7,2,0,1,0,0,0,0,1,0,0,0,0,0,1,957.9571429,0.0,0.046426528581994364
1,41.0,0,0.0,9,314.9,0.0,0.04,0.0,0.0,1,1,6,9,1,0,0,0,0,0,1,0,0,0,0,0,0,355.9,0.0,0.02858041098630999
2,14.0,0,0.0,49,789.9583333,0.004166667,0.015097222,0.0,0.0,3,2,7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,803.9583333,0.2588438551695441,0.062028509487071844
0,0.0,0,0.0,19,422.8333333,0.010526316,0.045614035,0.0,0.0,2,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,422.8333333,0.22581859733876292,0.04493485628689368
0,0.0,0,0.0,7,362.0,0.0,0.028571429,0.0,0.0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,362.0,0.0,0.01933696315756034
0,0.0,0,0.0,18,628.8333333,0.0,0.005555556,0.0,0.0,1,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,628.8333333,0.0,0.028624391269381728
1,24.0,1,239.0,11,839.5,0.016666667,0.05,0.0,0.0,1,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1102.5,0.3267973921568627,0.01310302191420856
0,0.0,0,0.0,31,5764.366667,0.032258065,0.055591398,0.0,0.0,2,2,7,10,0,0,0,0,0,0,1,0,0,0,0,0,1,5764.366667,0.570017107546981,0.005377866539892934
0,0.0,0,0.0,3,161.0,0.0,0.066666667,0.0,0.0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,161.0,0.0,0.018633424637114055
1,6.0,0,0.0,20,739.8333333,0.019047619,0.030952381,0.0,0.0,2,2,3,3,1,0,0,0,0,0,1,0,0,0,0,0,1,745.8333333,0.5961251839103946,0.02703307902836955
0,0.0,0,0.0,5,66.0,0.0,0.053333333,0.0,0.0,1,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,66.0,0.0,0.0757564279329101
1,412.0,0,0.0,54,2377.0,0.0,0.005090909,0.0,0.0,2,2,9,10,0,0,0,0,0,0,1,0,0,0,0,0,1,2789.0,0.0,0.02271770184362564
0,0.0,0,0.0,2,22.0,0.0,0.1,0.0,0.0,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,22.0,0.0,0.0909049588655061
0,0.0,0,0.0,9,381.0,0.0,0.025,0.0,0.0,2,2,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,381.0,0.0,0.02362198524413322
14,1130.502941,6,261.6333333,26,2559.898333,0.015789474,0.017422643,20.30438949,0.0,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3952.0346073,0.8570688798561639,0.01015664939040007
0,0.0,0,0.0,23,553.15,0.034782609,0.069565217,0.0,0.0,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,553.15,0.4929143631769743,0.041579966410618445
0,0.0,0,0.0,37,651.0,0.005405405,0.018918919,0.0,0.0,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,651.0,0.27137039916674194,0.05683555017580618
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
0,0.0,3,65.0,15,1957.616667,0.0,0.00625,0.0,0.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2022.616667,0.0,0.007662374657144939
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,2,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.9950248756218906,2000.0
5,132.4666667,0,0.0,59,1660.222222,0.0,0.011753515,6.475910157,0.0,3,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1792.6888887,0.0,0.03553738992334128
0,0.0,0,0.0,8,170.0,0.075,0.08,0.0,0.0,1,1,7,3,1,0,0,0,0,0,1,0,0,0,0,0,1,170.0,0.9259259259259258,0.04705854671443109
0,0.0,0,0.0,4,47.0,0.1,0.125,0.0,0.0,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,47.0,0.7936507936507937,0.08510457224314377
0,0.0,0,0.0,7,165.0,0.042857143,0.1,0.0,0.0,2,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,165.0,0.42432814851485146,0.04242398530917994
1,4.0,0,0.0,0,0.0,0.0,0.066666667,0.0,0.0,4,1,8,6,0,0,0,0,0,0,1,0,0,0,0,0,1,4.0,0.0,0.0
0,0.0,0,0.0,14,406.8666667,0.0,0.007142857,0.0,0.0,2,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,406.8666667,0.0,0.03440922232417836
4,82.0,0,0.0,23,570.5166667,0.007407407,0.024074074,0.0,0.0,1,2,7,8,0,0,0,0,0,0,1,0,0,0,0,0,1,652.5166667,0.295420959513799,0.040314264294455726
0,0.0,0,0.0,37,1138.5,0.0,0.013513514,0.0,0.0,2,2,1,8,0,0,0,0,0,0,1,0,0,0,0,0,1,1138.5,0.0,0.032498873518776006
0,0.0,0,0.0,63,2777.616667,0.0,0.014086022,0.0,0.0,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2777.616667,0.0,0.022681307347833773
5,73.5,0,0.0,26,463.7583333,0.0,0.001346801,0.0,0.0,2,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,537.2583333,0.0,0.05606356170772941
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,3,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
4,25.5,0,0.0,28,775.5,0.006451613,0.027915633,24.13073118,0.0,2,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,801.0,0.22311851170610722,0.03610569167544594
2,236.0,0,0.0,18,490.0666667,0.0,0.013333333,0.0,0.0,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,726.0666667,0.0,0.03672962168920009
0,0.0,0,0.0,14,266.0166667,0.0,0.042857143,0.0,0.0,3,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,266.0166667,0.0,0.052628083591863196
0,0.0,0,0.0,5,1306.0,0.06,0.12,0.0,0.0,2,2,5,13,0,0,0,0,0,0,1,0,0,0,0,0,1,1306.0,0.49586776859504134,0.0038284809889119536
4,158.3333333,1,9.0,9,634.2,0.005555556,0.008095238,0.0,0.0,3,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,801.5333333000001,0.6108202995897414,0.014191084529983395
0,0.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,1000.0
6,187.0,0,0.0,22,1220.433333,0.007692308,0.01025641,0.0,0.0,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1407.433333,0.6833713413068642,0.018026369305688815
8,206.0,3,132.0,39,1750.333333,0.0,0.008695652,0.0,0.0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2088.333333,0.0,0.02228145747055971
1,41.0,0,0.0,43,1087.25,0.0,0.013636364,0.0,0.0,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1128.25,0.0,0.03954928530762446
0,0.0,0,0.0,22,762.547619,0.0,0.017391304,0.0,0.0,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,762.547619,0.0,0.028850619425225134
0,0.0,0,0.0,9,244.5,0.0,0.011111111,0.0,0.0,3,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,244.5,0.0,0.03680966540014151
0,0.0,0,0.0,10,1010.0,0.022222222,0.044444444,0.0,0.0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1010.0,0.48899755490462155,0.009900980296059113
0,0.0,0,0.0,2,32.0,0.0,0.1,0.0,0.0,2,4,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,32.0,0.0,0.06249804693603325
7,170.0,0,0.0,27,1342.666667,0.003333333,0.023333333,29.35629782,0.0,2,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,1512.666667,0.13698628954775738,0.02010922037046417
2,9.0,1,201.0,33,1593.388889,0.011428571,0.031515152,0.0,0.0,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1803.388889,0.35148447099370783,0.020710561945833962
0,0.0,0,0.0,9,639.0,0.0,0.025,81.2475,0.0,1,1,2,9,1,1,0,0,0,0,1,0,0,0,0,0,1,639.0,0.0,0.014084485000805946
0,0.0,0,0.0,4,521.0,0.1,0.15,0.0,0.0,3,3,7,10,0,0,0,0,0,0,1,0,0,0,0,0,1,521.0,0.6622516556291391,0.007677528450041363
1,87.0,3,40.0,17,546.0,0.0,0.004761905,0.0,0.0,3,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,673.0,0.0,0.031135474110853278
0,0.0,0,0.0,8,377.5,0.0125,0.025,0.0,0.0,3,2,4,11,1,0,0,0,0,0,1,0,0,0,0,0,1,377.5,0.4807692307692307,0.021191996842392473
0,0.0,0,0.0,14,183.6666667,0.0,0.004761905,0.0,0.0,3,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,183.6666667,0.0,0.07622463034208078
0,0.0,0,0.0,5,84.0,0.04,0.06,0.0,0.0,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,84.0,0.6557377049180328,0.05952310091546529
5,217.6666667,0,0.0,18,494.6666667,0.0,0.019931973,33.14514286,0.0,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,712.3333334,0.0,0.03638806659849151
8,699.1666667,0,0.0,62,1003.965152,0.009850746,0.039110006,0.0,0.0,2,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1703.1318187,0.24559323177363773,0.0617550700055872
1,9.0,0,0.0,32,536.6833333,0.0,0.00058651,0.0,0.0,2,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,545.6833333,0.0,0.05962536637363028
8,227.5326923,3,292.6842105,66,3025.521713,0.015995116,0.025541275,7.371682608,0.0,3,2,3,6,0,1,0,0,0,0,1,0,0,0,0,0,1,3545.7386158,0.6026506262415804,0.021814412338209407
2,78.0,0,0.0,24,424.0,0.0,0.001190476,0.0,0.0,1,1,3,10,0,0,0,0,0,0,1,0,0,0,0,0,0,502.0,0.0,0.05660364008575452
0,0.0,0,0.0,5,171.5,0.0,0.02,0.0,0.0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,171.5,0.0,0.0291543489542335
1,4.75,2,78.0,67,1231.136508,0.002985075,0.0110199,0.0,0.0,2,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1313.886508,0.24834441218312964,0.05442121579809751
6,101.3333333,0,0.0,10,266.5,0.028571429,0.028571429,0.0,0.0,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,367.8333333,0.9661835753693201,0.03752331135718065
0,0.0,0,0.0,16,1533.0,0.0,0.00625,0.0,0.0,2,2,7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1533.0,0.0,0.010437044724693591
1,7.0,2,562.0,36,1300.190476,0.010810811,0.038738739,0.0,0.0,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1869.190476,0.27204715781243083,0.02768822951428117
0,0.0,0,0.0,2,74.0,0.1,0.15,0.0,0.0,3,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,74.0,0.6622516556291391,0.02702666180186754
3,14.5,2,907.8333333,28,804.2833333,0.014141414,0.044155844,7.945805543,0.0,2,5,9,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1726.6166666,0.3131690772959531,0.03481355888795602
1,9.0,0,0.0,19,734.5833333,0.016666667,0.044444444,0.0,0.0,2,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,743.5833333,0.36674817718091124,0.025864967626855865
2,60.0,0,0.0,44,3113.516667,0.001481481,0.016,0.0,0.0,2,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3173.516667,0.08714594117647058,0.014131925592185823
0,0.0,0,0.0,3,64.0,0.0,0.066666667,0.0,0.0,3,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,64.0,0.0,0.04687426758956891
1,3.0,0,0.0,7,114.8333333,0.014285714,0.007142857,0.0,0.0,3,2,1,10,0,0,0,0,0,0,1,0,0,0,0,0,1,117.8333333,1.7543859606032624,0.06095737919871739
0,0.0,0,0.0,6,95.5,0.0,0.033333333,0.0,0.0,2,2,7,13,1,0,0,0,0,0,1,0,0,0,0,0,1,95.5,0.0,0.0628265672610758
0,0.0,0,0.0,7,93.66666667,0.028571429,0.04,0.0,0.0,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,93.66666667,0.6968641219512195,0.07473229822903199
1,54.0,0,0.0,3,59.0,0.0,0.05,0.0,0.0,2,2,9,8,0,0,0,0,0,0,1,0,0,0,0,0,1,113.0,0.0,0.050846595820409825
0,0.0,0,0.0,3,26.0,0.0,0.05,0.0,0.0,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,26.0,0.0,0.11538017768547364
0,0.0,0,0.0,62,1136.60303,0.0,0.003517665,0.0,0.0,1,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1136.60303,0.0,0.054548460469562125
6,190.2857143,6,609.0,47,2989.494048,0.0,0.004813218,30.897985,0.0,2,2,1,8,1,1,0,0,0,0,1,0,0,0,0,0,0,3788.7797623,0.0,0.015721718633199756
2,15.66666667,0,0.0,30,1724.25,0.013793103,0.032413793,0.0,0.0,2,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1739.91666667,0.41279668548853454,0.017398858982827906
8,183.0,4,571.5,14,333.6,0.0,0.01,15.43344,0.0,1,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1088.1,0.0,0.04196630106024862
1,14.0,0,0.0,21,334.7857143,0.0,0.023333333,0.0,0.0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,348.7857143,0.0,0.0627265034812046
0,0.0,0,0.0,9,355.1666667,0.0,0.004166667,18.02533,0.0,2,4,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,355.1666667,0.0,0.025340144511527406
5,248.5,0,0.0,11,456.6666667,0.0,0.003571429,0.0,0.0,3,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,705.1666667,0.0,0.024087538492683042
0,0.0,0,0.0,15,1298.5,0.026666667,0.04,0.0,0.0,3,2,8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1298.5,0.6504065121951219,0.011551781631280993
1,25.0,0,0.0,28,2258.833333,0.007142857,0.046428571,0.0,0.0,2,2,3,3,1,0,0,0,0,0,1,0,0,0,0,0,1,2283.833333,0.15060240798737115,0.01239577404634747
2,21.0,0,0.0,65,2881.133333,0.0,0.002985075,80.68062856,0.0,2,2,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2902.133333,0.0,0.02256055861592483
0,0.0,0,0.0,10,206.5,0.0,0.02,0.0,0.0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,206.5,0.0,0.04842591561299945
0,0.0,0,0.0,8,143.0,0.0,0.0125,0.0,0.0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,143.0,0.0,0.05594366472961727
1,146.0,0,0.0,11,267.8333333,0.018181818,0.036363636,0.0,0.0,1,1,4,2,1,0,0,0,0,0,1,0,0,0,0,0,1,413.8333333,0.48661800473594163,0.04107016402441188
0,0.0,1,57.0,5,454.0,0.0,0.05,0.0,0.0,2,2,3,6,0,0,0,0,0,0,1,0,0,0,0,0,1,511.0,0.0,0.011013191600899558
5,274.3333333,0,0.0,13,717.6,0.0,0.001960784,0.0,0.0,1,1,3,10,0,0,0,0,0,0,1,0,0,0,0,0,0,991.9333333,0.0,0.01811591678383949
14,1155.666667,0,0.0,20,1069.16829,0.0,0.013,0.0,0.0,2,5,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,2224.834957,0.0,0.018706111545721632
0,0.0,0,0.0,27,807.8333333,0.022222222,0.041975309,0.0,0.0,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,807.8333333,0.5170927799495286,0.03342269434093635
0,0.0,0,0.0,15,477.0,0.0,0.02,0.0,0.0,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,477.0,0.0,0.03144647495497913
6,355.5,0,0.0,11,134.9,0.013333333,0.005333333,0.0,0.0,3,2,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0,490.4,2.105263216066485,0.08154127841898873
3,35.0,0,0.0,16,314.0,0.0,0.052631579,0.0,0.0,2,5,7,2,0,0,0,0,0,0,1,0,0,0,0,0,1,349.0,0.0,0.05095525173486709
0,0.0,0,0.0,5,59.0,0.08,0.12,0.0,0.0,2,2,7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,59.0,0.6611570247933884,0.08474432636734971
6,99.0,1,1.0,23,637.0,0.0,0.002469136,0.0,0.0,2,5,9,8,0,0,0,0,0,0,1,0,0,0,0,0,0,737.0,0.0,0.036106693710056974
0,0.0,6,270.3333333,11,160.5,0.0,0.004761905,0.0,0.0,2,4,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,430.8333333,0.0,0.06853539853334246
0,0.0,0,0.0,8,1577.0,0.0,0.025,0.0,0.0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1577.0,0.0,0.005072920055218735
2,21.0,0,0.0,11,660.1666667,0.0,0.016666667,0.0,0.0,2,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,681.1666667,0.0,0.01666243373442694
0,0.0,0,0.0,7,169.0,0.0,0.057142857,0.0,0.0,2,2,3,3,1,0,0,0,0,0,1,0,0,0,0,0,1,169.0,0.0,0.04141987325518784
0,0.0,0,0.0,6,89.33333333,0.0,0.066666667,0.0,0.0,2,4,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,89.33333333,0.0,0.06716342727757388
4,74.0,0,0.0,37,2517.048459,0.005128205,0.019615385,0.0,0.0,3,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2591.048459,0.24875620804559315,0.014699750880024324
0,0.0,1,0.0,1,44.0,0.0,0.1,0.0,0.0,2,2,6,2,1,0,0,0,0,0,1,0,0,0,0,0,1,44.0,0.0,0.022726756210086137
0,0.0,0,0.0,5,29.0,0.0,0.04,0.0,0.0,2,2,7,2,0,0,0,0,0,0,1,0,0,0,0,0,1,29.0,0.0,0.1724078480052412
0,0.0,0,0.0,2,86.0,0.0,0.1,0.0,0.0,2,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,86.0,0.0,0.02325554354019139
2,66.0,0,0.0,18,229.75,0.021052632,0.031578947,0.0,0.0,4,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,295.75,0.646203574351252,0.07834568728754172
0,0.0,0,0.0,4,17.0,0.0,0.075,0.0,0.0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,17.0,0.0,0.2352802776307276
1,24.0,0,0.0,17,498.3333333,0.0,0.021052632,76.78667659,0.0,2,2,6,10,0,1,0,0,0,0,1,0,0,0,0,0,1,522.3333333,0.0,0.03411364392139104
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
5,32.0,2,3.0,33,1039.766667,0.0,0.02027027,0.0,0.0,2,4,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1074.766667,0.0,0.031737859377002534
3,78.0,0,0.0,11,369.1666667,0.0,0.023076923,0.0,0.0,3,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,447.1666667,0.0,0.029796759012860757
0,0.0,0,0.0,23,1669.0,0.0,0.017391304,0.0,0.0,2,4,7,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1669.0,0.0,0.013780698753326092
0,0.0,0,0.0,3,44.5,0.0,0.066666667,0.0,0.0,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,44.5,0.0,0.06741421541088964
0,0.0,0,0.0,6,140.0,0.0,0.033333333,0.0,0.0,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,140.0,0.0,0.04285683673688045
1,102.5,0,0.0,5,97.0,0.0,0.011111111,0.0,0.0,3,2,1,9,1,0,0,0,0,0,1,0,0,0,0,0,0,199.5,0.0,0.05154586035195513
4,103.0,0,0.0,13,250.1666667,0.0,0.030612245,0.0,0.0,3,2,1,11,0,0,0,0,0,0,1,0,0,0,0,0,1,353.1666667,0.0,0.05196514870000984
2,52.0,0,0.0,17,221.2,0.0,0.001754386,0.0,0.0,2,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,273.2,0.0,0.07685317878309773
0,0.0,0,0.0,12,127.0,0.016666667,0.041666667,0.0,0.0,2,2,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,127.0,0.39062500476074213,0.09448744498074818
4,352.0,0,0.0,17,229.3333333,0.011111111,0.031481481,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,581.3333333,0.34207525820636075,0.07412758375677542
0,0.0,0,0.0,7,370.8333333,0.028571429,0.057142857,0.0,0.0,2,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,370.8333333,0.491400499978871,0.01887635359355223
5,120.0,1,0.0,27,1583.596154,0.0,0.028282828,39.63270309,0.0,2,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1703.596154,0.0,0.01704979068180366
9,162.05,0,0.0,27,399.6939394,0.0,0.009195402,0.0,0.0,1,1,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,561.7439394,0.0,0.0675515182667334
1,26.0,1,55.0,12,457.0,0.014285714,0.04047619,0.0,0.0,2,2,9,6,1,0,0,0,0,0,1,0,0,0,0,0,1,538.0,0.34443168478107555,0.026258148231623125
0,0.0,0,0.0,3,24.0,0.066666667,0.133333333,0.0,0.0,3,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,24.0,0.4962779193456028,0.1249947918836715
0,0.0,0,0.0,5,180.3333333,0.02,0.02,0.0,0.0,1,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,180.3333333,0.9523809523809523,0.027726278787312878
